Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,47.130001,48.430000,46.860001,48.119999,45.547794,2604600
2022-04-29,47.740002,49.220001,46.930000,47.009998,44.497128,4124000
2022-05-02,46.759998,47.540001,46.400002,47.500000,44.960941,3573200
2022-05-03,47.650002,48.259998,47.220001,47.849998,45.292233,2943600
2022-05-04,48.169998,49.040001,47.230000,48.810001,46.200916,4166600
2022-05-05,48.650002,48.860001,46.910000,47.259998,44.733765,3265300
2022-05-06,46.750000,46.930000,45.360001,45.580002,43.143574,5542700
2022-05-09,44.970001,45.820000,44.680000,45.189999,42.774414,4320500
2022-05-10,46.049999,46.250000,44.730000,45.500000,43.067844,5163100
2022-05-11,45.369999,46.230000,44.340000,44.410000,42.036110,4552400
2022-05-12,44.169998,44.900002,43.169998,43.740002,41.401928,5832700
2022-05-13,44.250000,45.610001,44.180000,45.090000,42.679764,4100500
2022-05-16,44.810001,45.340000,44.459999,45.029999,42.622974,5127700
2022-05-17,45.990002,46.730000,45.459999,46.610001,44.118511,4664700
2022-05-18,45.930000,46.150002,43.240002,43.310001,40.994907,4560600
2022-05-19,42.509998,42.549999,40.880001,41.099998,38.903046,7072800
2022-05-20,41.360001,41.480000,38.330002,40.049999,37.909176,9450800
2022-05-23,40.270000,41.540001,40.270000,41.220001,39.016632,8961000
2022-05-24,40.759998,41.450001,39.900002,40.880001,38.694801,6600600
2022-05-25,40.939999,43.680000,40.880001,43.299999,40.985447,6045400
2022-05-26,42.389999,44.360001,42.000000,43.930000,41.581772,6899900
2022-05-27,50.389999,52.599998,48.450001,49.580002,46.929764,15886600
2022-05-31,49.430000,50.459999,48.369999,49.939999,47.270512,13254200
2022-06-01,50.259998,51.540001,49.900002,50.669998,47.961487,5584400
2022-06-02,50.000000,51.340000,49.930000,51.279999,48.538879,3747400
2022-06-03,50.959999,51.750000,50.680000,51.020000,48.292786,2721800
2022-06-06,51.110001,51.290001,49.939999,50.040001,47.365170,2722900
2022-06-07,49.759998,51.259998,49.369999,51.150002,48.415833,2451900
2022-06-08,51.180000,51.299999,50.330002,50.330002,47.639671,2511100
2022-06-09,50.200001,51.400002,50.000000,50.349998,47.658588,3142800
2022-06-10,49.599998,50.299999,49.029999,49.160000,46.532211,2544600
2022-06-13,47.840000,48.369999,47.080002,47.250000,44.724304,2612700
2022-06-14,47.599998,47.930000,47.020000,47.349998,44.818958,2352400
2022-06-15,47.759998,48.580002,47.130001,47.910000,45.349022,2515300
2022-06-16,46.889999,47.090000,45.400002,45.889999,43.437000,2830700
2022-06-17,46.590000,47.930000,46.340000,47.590000,45.046127,5094900
2022-06-21,48.830002,49.450001,48.330002,49.230000,46.598469,5271400
2022-06-22,48.669998,49.770000,48.410000,48.610001,46.011604,3735800
2022-06-23,48.619999,49.570000,48.320000,49.040001,46.418621,3014000
2022-06-24,49.299999,50.700001,49.049999,50.250000,47.563942,9204600
2022-06-27,50.360001,50.470001,49.910000,50.240002,47.554478,3329700
2022-06-28,50.369999,50.650002,48.880001,48.939999,46.323967,3149800
2022-06-29,48.990002,49.029999,47.250000,47.389999,44.856819,3346400
2022-06-30,46.660000,47.290001,45.910000,46.209999,43.739895,3976900
2022-07-01,45.799999,46.439999,42.410000,42.740002,40.455379,6384400
2022-07-05,42.009998,43.209999,41.570000,43.139999,40.834000,3849800
2022-07-06,42.660000,43.110001,41.529999,42.200001,39.944241,3685400
2022-07-07,42.709999,43.470001,42.639999,42.939999,40.644684,2983500
2022-07-08,42.410000,43.250000,42.119999,42.919998,40.625755,3315000
2022-07-11,42.400002,43.040001,42.310001,42.480000,40.209282,2400000
2022-07-12,42.430000,43.700001,42.369999,43.049999,40.748810,4518200
2022-07-13,42.500000,43.580002,42.410000,43.139999,40.834000,3584700
2022-07-14,42.619999,42.810001,41.340000,42.700001,40.417519,3574700
2022-07-15,43.060001,43.470001,42.630001,43.459999,41.136887,2208800
2022-07-18,43.990002,44.139999,42.799999,42.900002,40.606827,2183000
2022-07-19,43.009998,44.139999,43.009998,44.040001,42.009041,2321500
2022-07-20,44.000000,44.700001,43.470001,44.169998,42.133038,2559000
2022-07-21,44.099998,44.740002,43.740002,44.650002,42.590908,2177600
2022-07-22,44.279999,44.599998,43.200001,43.340000,41.341320,3365400
2022-07-25,43.650002,44.290001,43.240002,43.849998,41.827797,2262200
2022-07-26,43.849998,44.130001,43.279999,43.430000,41.427174,2309300
2022-07-27,43.590000,44.490002,43.369999,44.290001,42.247505,1889000
2022-07-28,44.230000,44.869999,43.880001,44.500000,42.447826,1625700
2022-07-29,44.509998,45.090000,44.020000,45.060001,42.982002,2121300
2022-08-01,44.770000,45.740002,44.590000,45.419998,43.325397,1807400
2022-08-02,45.000000,45.240002,44.119999,44.259998,42.218891,2242000
2022-08-03,44.209999,44.869999,43.430000,44.450001,42.400127,3057300
2022-08-04,44.490002,44.490002,43.549999,44.200001,42.161659,3152100
2022-08-05,43.860001,45.439999,43.799999,45.410000,43.315853,3221300
2022-08-08,45.639999,46.439999,45.200001,45.450001,43.354008,2821200
2022-08-09,45.320000,45.419998,44.570000,45.090000,43.010612,2767400
2022-08-10,46.000000,47.240002,45.889999,47.230000,45.051926,1967200
2022-08-11,47.410000,48.490002,47.320000,47.599998,45.404865,2342400
2022-08-12,47.900002,48.290001,47.650002,48.220001,45.996269,1987300
2022-08-15,48.049999,48.700001,47.980000,48.299999,46.072582,2258300
2022-08-16,48.310001,49.240002,48.160000,48.590000,46.349213,2257200
2022-08-17,48.279999,48.279999,47.180000,47.830002,45.624260,2086900
2022-08-18,48.459999,49.040001,47.810001,48.939999,46.683067,2147200
2022-08-19,48.169998,48.279999,47.330002,47.669998,45.471634,2123000
2022-08-22,46.980000,47.220001,46.549999,46.840000,44.679913,2883200
2022-08-23,46.599998,47.820000,46.599998,46.939999,44.775299,2737700
2022-08-24,46.810001,47.230000,46.189999,46.619999,44.470058,1981400
2022-08-25,47.389999,48.009998,47.150002,47.900002,45.691025,3798400
2022-08-26,45.860001,45.860001,41.180000,41.430000,39.519402,12423800
2022-08-29,40.910000,42.369999,40.520000,40.590000,38.718136,6315200
2022-08-30,40.840000,41.340000,39.689999,39.689999,37.859642,4619700
2022-08-31,39.160000,39.619999,38.180000,38.290001,36.524204,6819900
2022-09-01,37.930000,38.029999,37.099998,37.650002,35.913715,4298400
2022-09-02,38.299999,38.470001,37.459999,37.790001,36.047264,3422400
2022-09-06,37.810001,37.849998,36.790001,37.290001,35.570324,3994600
2022-09-07,37.169998,38.150002,36.740002,37.980000,36.228508,3571500
2022-09-08,37.610001,38.509998,37.439999,38.500000,36.724522,3894700
2022-09-09,38.869999,39.939999,38.869999,39.790001,37.955036,3104800
2022-09-12,40.000000,40.759998,40.000000,40.299999,38.441509,2611400
2022-09-13,39.270000,39.500000,38.139999,38.299999,36.533737,3918700
2022-09-14,38.470001,38.650002,37.799999,38.130001,36.371586,3267800
2022-09-15,37.820000,38.119999,37.290001,37.650002,35.913715,3472000
2022-09-16,37.200001,38.130001,36.930000,37.959999,36.209427,5918500
2022-09-19,37.380001,37.990002,37.169998,37.820000,36.075878,2780400
2022-09-20,37.389999,37.470001,36.720001,36.950001,35.246002,2601800
2022-09-21,37.180000,37.810001,36.759998,36.779999,35.083839,2533300
2022-09-22,36.549999,36.880001,36.200001,36.279999,34.606899,2568400
2022-09-23,35.660000,36.160000,34.799999,35.520000,33.881950,2881200
2022-09-26,35.070000,35.660000,34.630001,34.700001,33.099770,3611400
2022-09-27,35.310001,35.680000,34.549999,34.720001,33.118843,3306600
2022-09-28,34.509998,35.400002,34.509998,35.290001,33.662552,2908400
2022-09-29,34.680000,34.930000,33.810001,34.189999,32.613281,4703500
2022-09-30,34.330002,34.959999,34.090000,34.169998,32.594208,3041500
2022-10-03,34.520000,36.139999,34.200001,35.880001,34.225349,4119700
2022-10-04,36.580002,37.490002,36.520000,37.459999,35.732483,2670300
2022-10-05,36.950001,38.119999,36.759998,37.860001,36.114037,2512400
2022-10-06,37.910000,38.320000,37.380001,37.480000,35.751560,2757500
2022-10-07,36.049999,36.490002,34.540001,34.599998,33.004372,5615000
2022-10-10,34.910000,35.040001,33.689999,34.480000,32.889904,3266600
2022-10-11,34.400002,34.740002,33.740002,33.869999,32.308041,3090600
2022-10-12,33.759998,34.119999,33.580002,33.770000,32.212654,2873300
2022-10-13,33.070000,35.259998,32.900002,34.990002,33.376392,3036300
2022-10-14,35.070000,35.240002,34.020000,34.259998,32.680058,2288100
2022-10-17,34.439999,35.169998,34.090000,34.470001,32.880371,3412400
2022-10-18,34.849998,35.200001,34.009998,34.560001,33.284874,2468800
2022-10-19,34.029999,34.990002,33.900002,34.490002,33.217453,2225700
2022-10-20,34.520000,35.730000,34.520000,34.860001,33.573811,2122100
2022-10-21,35.360001,36.980000,35.259998,36.849998,35.490376,2964700
2022-10-24,37.029999,37.509998,36.650002,37.279999,35.904510,2346600
2022-10-25,37.209999,37.970001,37.090000,37.740002,36.347546,2434300
2022-10-26,37.320000,38.220001,37.189999,37.790001,36.395699,2339600
2022-10-27,38.099998,38.450001,37.490002,37.759998,36.366802,3395800
2022-10-28,37.970001,39.389999,37.970001,39.160000,37.715149,3062300
2022-10-31,38.680000,38.900002,38.290001,38.400002,36.983196,2578800
2022-11-01,38.939999,39.250000,38.070000,39.150002,37.705524,2227300
2022-11-02,39.009998,39.310001,37.660000,37.669998,36.280125,2865600
2022-11-03,37.160000,37.830002,37.020000,37.349998,35.971935,2385300
2022-11-04,38.259998,39.330002,38.119999,39.000000,37.561054,2816400
2022-11-07,39.090000,39.990002,38.939999,39.869999,38.398956,2497900
2022-11-08,40.169998,41.049999,40.049999,40.419998,38.928661,2523800
2022-11-09,39.889999,40.299999,39.220001,39.330002,37.878880,2106400
2022-11-10,41.029999,41.730000,40.490002,41.720001,40.180698,3582200
2022-11-11,41.709999,43.070000,41.560001,42.680000,41.105278,2524200
2022-11-14,41.669998,42.930000,41.669998,42.250000,40.691143,2918200
2022-11-15,43.200001,43.430000,42.180000,42.349998,40.787453,2967200
2022-11-16,41.980000,41.980000,41.049999,41.180000,39.660622,2679800
2022-11-17,40.669998,41.910000,40.349998,41.759998,40.219219,2382100
2022-11-18,41.840000,42.139999,41.369999,42.040001,40.488892,3992300
2022-11-21,41.560001,41.709999,39.900002,41.070000,39.554684,7317500
2022-11-22,41.730000,43.959999,40.400002,43.849998,42.232105,12566200
2022-11-23,43.849998,45.330002,43.540001,44.610001,42.964069,4938500
2022-11-25,44.500000,45.070000,44.419998,44.630001,42.983334,2034700
2022-11-28,44.200001,44.299999,43.560001,43.580002,41.972073,2959900
2022-11-29,43.650002,43.939999,43.400002,43.520000,41.914284,3448800
2022-11-30,43.450001,44.810001,42.750000,44.790001,43.137428,6805600
2022-12-01,45.000000,45.360001,44.369999,44.900002,43.243366,2331400
2022-12-02,44.279999,44.730000,43.930000,44.540001,42.896652,2518000
2022-12-05,43.889999,44.070000,42.950001,43.070000,41.480892,2304100
2022-12-06,43.009998,43.150002,42.070000,42.470001,40.903023,2844600
2022-12-07,42.040001,42.270000,41.490002,41.919998,40.373318,2906000
2022-12-08,42.049999,42.450001,41.720001,42.230000,40.671879,3438600
2022-12-09,41.889999,42.520000,41.759998,41.830002,40.286640,1835200
2022-12-12,41.639999,42.880001,41.380001,42.869999,41.288269,3319500
2022-12-13,44.320000,44.349998,42.590000,42.849998,41.269001,2816400
2022-12-14,42.590000,42.900002,41.500000,41.680000,40.142178,3367900
2022-12-15,40.910000,40.910000,39.290001,39.380001,37.927032,4463300
2022-12-16,38.959999,39.450001,38.709999,39.250000,37.801834,4645900
2022-12-19,39.340000,39.419998,38.639999,39.000000,37.561054,2648600
2022-12-20,38.750000,39.139999,38.669998,38.950001,37.512897,1893400
2022-12-21,39.150002,39.549999,39.029999,39.119999,37.676628,2863900
2022-12-22,38.459999,39.150002,38.020000,39.139999,37.695892,2285900
2022-12-23,39.200001,39.279999,38.630001,39.119999,37.676628,1466400
2022-12-27,39.220001,39.590000,38.930000,39.410000,37.955929,1832500
2022-12-28,39.380001,39.500000,38.599998,38.759998,37.329910,1822900
2022-12-29,39.110001,39.919998,39.000000,39.820000,38.350800,1582800
2022-12-30,39.490002,40.220001,39.380001,40.220001,38.736042,1582400
2023-01-03,40.560001,40.980000,39.970001,40.900002,39.390957,2679200
2023-01-04,41.389999,41.599998,40.580002,40.939999,39.429478,2790000
2023-01-05,40.750000,41.099998,40.279999,40.869999,39.362057,2483700
2023-01-06,41.169998,42.590000,40.820000,42.419998,40.854874,3179700
2023-01-09,42.700001,43.099998,42.189999,42.279999,40.720036,2966400
2023-01-10,42.080002,42.630001,41.820000,42.490002,40.922287,2780300
2023-01-11,42.080002,42.200001,39.680000,40.770000,39.265747,5620300
2023-01-12,40.520000,40.709999,39.779999,39.930000,38.456741,4410100
2023-01-13,39.360001,40.209999,38.990002,40.180000,38.697514,3383600
2023-01-17,40.130001,40.189999,39.450001,40.029999,38.553051,2691600
2023-01-18,40.270000,40.500000,39.689999,40.020000,38.543423,2757400
2023-01-19,39.419998,39.860001,39.029999,39.459999,38.004082,3341700
2023-01-20,39.849998,40.290001,39.400002,40.259998,38.774567,2907900
