Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,51.570000,51.764999,51.240002,51.549999,49.848045,765000
2022-07-12,51.500000,51.830002,50.860001,51.110001,49.422573,751200
2022-07-13,50.400002,52.090000,50.160000,51.759998,50.051113,682900
2022-07-14,50.849998,51.580002,50.560001,51.209999,49.519268,994900
2022-07-15,51.860001,52.630001,51.450001,52.169998,50.447578,886300
2022-07-18,52.560001,52.709999,51.500000,51.639999,49.935078,1403400
2022-07-19,51.900002,53.480000,51.900002,53.419998,51.656307,1596300
2022-07-20,53.619999,53.700001,52.990002,53.169998,51.414562,772300
2022-07-21,52.889999,53.209999,52.619999,52.910000,51.163147,1061100
2022-07-22,53.020000,53.200001,51.860001,52.099998,50.379890,1392000
2022-07-25,52.209999,52.439999,50.980000,51.410000,49.712669,931100
2022-07-26,51.169998,51.340000,50.750000,50.849998,49.171154,1181500
2022-07-27,51.209999,52.325001,51.209999,52.049999,50.331539,1246100
2022-07-28,52.099998,53.130001,51.830002,53.119999,51.366215,864300
2022-07-29,53.139999,53.750000,52.970001,53.610001,51.840038,2135800
2022-08-01,53.270000,55.080002,53.270000,54.459999,52.661968,1501600
2022-08-02,54.520000,55.240002,53.779999,54.750000,52.942398,2651700
2022-08-03,55.150002,55.570000,54.540001,55.009998,53.193813,1899200
2022-08-04,57.349998,59.110001,57.290001,59.090000,57.139111,3507200
2022-08-05,58.740002,59.939999,58.470001,59.590000,57.622604,2142600
2022-08-08,59.849998,60.189999,59.049999,59.250000,57.293831,1782600
2022-08-09,59.250000,59.580002,58.770000,59.250000,57.293831,1605400
2022-08-10,59.880001,60.389999,59.615002,59.939999,57.961044,1109500
2022-08-11,60.270000,60.970001,60.110001,60.310001,58.318836,1402300
2022-08-12,60.570000,60.919998,60.299999,60.480000,58.483219,1261700
2022-08-15,60.419998,61.084999,60.160000,60.529999,58.531570,1033900
2022-08-16,60.389999,61.040001,60.080002,60.820000,58.811989,1048800
2022-08-17,60.290001,60.669998,60.009998,60.400002,58.405865,650100
2022-08-18,60.380001,60.380001,59.639999,59.790001,57.816002,1007500
2022-08-19,59.189999,59.560001,58.990002,59.110001,57.158451,1537400
2022-08-22,58.410000,58.910000,58.279999,58.639999,56.703972,1608800
2022-08-23,58.610001,59.340000,58.509998,58.709999,56.771660,738700
2022-08-24,58.950001,60.215000,58.529999,60.110001,58.125435,1314100
2022-08-25,60.500000,60.860001,60.200001,60.740002,58.734638,994300
2022-08-26,60.900002,60.900002,59.029999,59.139999,57.187462,1086100
2022-08-29,58.810001,59.759998,58.590000,59.450001,57.487228,1027100
2022-08-30,59.790001,59.985001,58.720001,59.000000,57.052086,1562900
2022-08-31,59.009998,59.700001,58.860001,59.000000,57.052086,881500
2022-09-01,58.570000,59.480000,58.299999,59.349998,57.390526,1174500
2022-09-02,59.709999,59.895000,58.830002,59.220001,57.264816,847500
2022-09-06,59.279999,59.439999,58.380001,58.580002,56.645950,909000
2022-09-07,58.750000,59.730000,58.709999,59.730000,57.757980,1265200
2022-09-08,59.330002,60.639999,59.230000,60.580002,58.579922,1280900
2022-09-09,60.740002,61.139999,60.270000,60.889999,58.879684,1347200
2022-09-12,61.090000,61.790001,61.000000,61.759998,59.720959,1861900
2022-09-13,60.680000,61.099998,59.240002,59.580002,57.612934,1240100
2022-09-14,59.529999,60.090000,59.130001,59.560001,57.593597,1096500
2022-09-15,59.419998,59.720001,58.910000,59.060001,57.110107,1039200
2022-09-16,58.480000,59.330002,58.369999,59.250000,57.293831,1615800
2022-09-19,59.000000,59.555000,58.860001,59.470001,57.506565,3354900
2022-09-20,58.730000,59.080002,58.029999,58.439999,57.028400,3292000
2022-09-21,58.700001,58.945000,57.470001,57.490002,56.101353,1057900
2022-09-22,57.450001,57.509998,55.820000,56.410000,55.047432,1330800
2022-09-23,55.930000,56.290001,54.935001,55.389999,54.052071,1519000
2022-09-26,55.270000,56.009998,54.680000,54.970001,53.642220,1288400
2022-09-27,55.540001,55.779999,54.520000,54.720001,53.398258,1199300
2022-09-28,54.740002,56.044998,54.480000,55.759998,54.413132,1008100
2022-09-29,55.330002,55.470001,54.145000,54.389999,53.076229,1023900
2022-09-30,54.099998,54.310001,53.150002,53.180000,51.895454,1138800
2022-10-03,53.779999,54.400002,53.060001,54.110001,52.802994,1419000
2022-10-04,54.820000,55.580002,54.820000,55.480000,54.139900,1366200
2022-10-05,54.680000,55.535000,54.509998,55.130001,53.798355,1151000
2022-10-06,54.910000,55.122002,53.474998,53.580002,52.285797,1113600
2022-10-07,53.400002,53.459999,51.880001,52.310001,51.046471,1316800
2022-10-10,52.450001,53.220001,52.220001,52.419998,51.153812,1333000
2022-10-11,52.279999,52.849998,51.259998,52.509998,51.241634,1495400
2022-10-12,52.570000,53.070000,52.000000,52.540001,51.270916,1225700
2022-10-13,51.759998,54.259998,51.294998,53.950001,52.646858,1617600
2022-10-14,54.470001,54.509998,53.410000,53.650002,52.354103,978700
2022-10-17,54.119999,55.110001,54.090000,54.730000,53.408016,1400100
2022-10-18,55.299999,55.610001,54.840000,55.500000,54.159420,1309800
2022-10-19,55.310001,56.139000,55.090000,55.779999,54.432652,1329700
2022-10-20,55.700001,56.290001,55.369999,55.730000,54.383862,1808000
2022-10-21,55.720001,56.845001,55.650002,56.709999,55.340187,1432700
2022-10-24,56.689999,57.205002,56.110001,56.650002,55.281643,1528700
2022-10-25,56.560001,57.605000,56.369999,57.459999,56.072071,995500
2022-10-26,57.599998,58.610001,57.369999,57.590000,56.198933,1386000
2022-10-27,58.119999,59.220001,57.919998,58.459999,57.047920,1464100
2022-10-28,58.490002,59.330002,58.320000,59.299999,57.867630,1518600
2022-10-31,59.220001,59.720001,58.700001,59.380001,57.945702,1375100
2022-11-01,59.790001,59.980000,58.759998,58.970001,57.545601,1643600
2022-11-02,58.880001,59.730000,58.119999,58.130001,56.725887,1615700
2022-11-03,57.700001,60.009998,57.349998,59.009998,57.584633,3753600
2022-11-04,60.230000,60.939999,59.840000,60.759998,59.292362,2350000
2022-11-07,60.700001,61.209999,60.180000,60.380001,58.921543,1456500
2022-11-08,60.580002,61.020000,60.220001,60.910000,59.438744,1136700
2022-11-09,60.919998,61.279999,60.455002,60.480000,59.019123,771700
2022-11-10,61.599998,61.974998,60.959999,61.869999,60.375549,1184100
2022-11-11,62.090000,62.165001,60.437000,60.720001,59.253334,1706100
2022-11-14,60.700001,61.049999,59.810001,59.849998,58.404343,2306900
2022-11-15,60.310001,60.650002,59.549999,59.740002,58.297005,1286400
2022-11-16,62.410000,64.529999,62.070000,63.750000,62.210140,4468600
2022-11-17,63.470001,66.660004,63.380001,66.510002,64.903473,6204000
2022-11-18,66.570000,67.309998,66.529999,66.739998,65.127922,4232500
2022-11-21,67.680000,68.230003,67.129997,68.169998,66.523369,3839700
2022-11-22,68.379997,68.540001,67.389999,67.720001,66.084251,3237500
2022-11-23,67.500000,67.820000,65.970001,66.680000,65.069366,2386400
2022-11-25,66.440002,66.940002,66.239998,66.510002,64.903473,501500
2022-11-28,66.230003,66.430000,65.650002,65.809998,64.220383,2177600
2022-11-29,65.800003,65.800003,64.930000,64.989998,63.420185,1566300
2022-11-30,65.000000,66.480003,64.830002,66.349998,64.747337,1717800
2022-12-01,66.480003,66.660004,65.730003,66.279999,64.679031,1365400
2022-12-02,65.940002,66.620003,65.720001,66.430000,64.825409,1068500
2022-12-05,66.000000,66.800003,65.500000,66.559998,64.952263,1426400
2022-12-06,66.500000,66.599998,65.019997,65.500000,63.917873,1166900
2022-12-07,65.349998,66.199997,65.190002,65.930000,64.337486,1042800
2022-12-08,66.400002,67.540001,65.849998,67.089996,65.469460,1370000
2022-12-09,66.970001,67.139999,66.529999,66.540001,64.932755,720000
2022-12-12,66.559998,67.389999,66.150002,67.370003,65.742699,1232500
2022-12-13,68.150002,68.400002,66.830002,67.250000,65.625603,838500
2022-12-14,67.239998,67.599998,66.550003,67.309998,65.684151,867500
2022-12-15,66.849998,67.519997,66.190002,67.500000,65.869568,1097500
2022-12-16,67.010002,67.250000,65.820000,65.989998,64.396034,1438100
2022-12-19,65.900002,66.169998,64.459999,64.860001,63.293331,3440100
2022-12-20,64.599998,64.989998,64.019997,64.660004,63.627903,3136700
2022-12-21,64.940002,65.980003,64.930000,65.900002,64.848114,1238300
2022-12-22,65.709999,65.709999,64.070000,64.650002,63.618065,949800
2022-12-23,64.510002,65.169998,64.260002,64.989998,63.952633,515800
2022-12-27,65.379997,65.510002,64.900002,65.110001,64.070717,711000
2022-12-28,64.930000,65.570000,64.489998,64.589996,63.559021,555200
2022-12-29,64.910004,65.400002,64.620003,64.989998,63.952633,690400
2022-12-30,64.750000,64.980003,64.190002,64.669998,63.637741,759900
2023-01-03,64.980003,64.980003,63.825001,64.500000,63.470459,938500
2023-01-04,64.830002,65.690002,64.690002,64.930000,63.893597,1184100
2023-01-05,64.870003,65.169998,64.260002,64.389999,63.362213,1128100
2023-01-06,64.510002,65.800003,64.480003,65.660004,64.611946,1042700
2023-01-09,65.470001,66.169998,65.035004,65.570000,64.523384,1019000
2023-01-10,65.220001,66.000000,65.110001,65.959999,64.907150,801800
2023-01-11,66.010002,66.390999,65.279999,65.879997,64.828430,995000
2023-01-12,65.889999,65.949997,65.269997,65.680000,64.631622,855400
2023-01-13,65.320000,66.400002,65.250000,66.349998,65.290924,966900
2023-01-17,66.260002,67.220001,66.260002,66.320000,65.261406,1252800
2023-01-18,66.669998,66.699997,64.250000,65.000000,63.962475,2240500
2023-01-19,65.139999,65.879997,64.940002,65.589996,64.543060,1505100
2023-01-20,66.529999,67.129997,66.250000,66.870003,65.802628,1472100
2023-01-23,66.919998,67.000000,66.470001,66.889999,65.822311,1055900
2023-01-24,67.150002,67.800003,66.010002,67.750000,66.668579,912300
2023-01-25,67.349998,68.330002,67.160004,67.860001,66.776825,928900
2023-01-26,68.300003,68.650002,66.550003,67.400002,66.324173,876700
2023-01-27,67.540001,67.540001,66.779999,66.989998,65.920715,597600
2023-01-30,66.709999,67.160004,66.290001,66.589996,65.527100,536200
2023-01-31,66.449997,66.940002,65.889999,66.930000,65.861671,1011800
2023-02-01,66.820000,67.349998,66.239998,67.050003,65.979759,866200
2023-02-02,67.139999,67.559998,66.820000,67.550003,66.471771,1393800
2023-02-03,67.250000,67.660004,66.720001,67.650002,66.570183,1007000
2023-02-06,67.650002,68.150002,67.269997,68.040001,66.953949,808900
2023-02-07,67.930000,68.230003,67.224998,68.129997,67.042511,807400
2023-02-08,67.839996,68.129997,67.080002,67.379997,66.304482,833400
2023-02-09,67.919998,68.440002,67.190002,67.330002,66.255287,1070100
2023-02-10,67.290001,67.790001,66.980003,67.620003,66.540657,1311300
2023-02-13,67.660004,68.889999,67.519997,68.480003,67.386932,1569900
2023-02-14,64.449997,66.790001,63.959999,66.610001,65.546783,5186800
