Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,19.440001,19.700001,18.190001,18.459999,18.459999,14292100
2022-07-12,18.360001,18.660000,17.540001,18.020000,18.020000,14060300
2022-07-13,17.459999,18.559999,17.010000,18.250000,18.250000,14004600
2022-07-14,17.980000,18.000000,17.110001,17.750000,17.750000,13502900
2022-07-15,16.760000,16.790001,14.750000,15.460000,15.460000,52813500
2022-07-18,16.280001,17.059999,16.129999,16.420000,16.420000,25462000
2022-07-19,16.799999,17.360001,16.260000,17.299999,17.299999,16442500
2022-07-20,17.299999,18.309999,17.100000,18.100000,18.100000,18217900
2022-07-21,18.049999,18.440001,17.629999,18.320000,18.320000,14252500
2022-07-22,18.379999,18.900000,17.450001,17.639999,17.639999,16461700
2022-07-25,17.620001,17.750000,17.030001,17.490000,17.490000,9822000
2022-07-26,17.230000,17.270000,16.340000,16.379999,16.379999,12658100
2022-07-27,16.940001,17.320000,16.590000,17.180000,17.180000,14187700
2022-07-28,20.010000,21.860001,20.010000,21.629999,21.629999,77066900
2022-07-29,20.650000,22.260000,20.549999,21.340000,21.340000,33000100
2022-08-01,21.090000,21.490000,20.549999,21.240000,21.240000,14535000
2022-08-02,20.870001,23.510000,20.790001,23.230000,23.230000,30460300
2022-08-03,23.340000,23.600000,22.400000,23.559999,23.559999,19864200
2022-08-04,23.490000,24.250000,22.969999,24.110001,24.110001,19410400
2022-08-05,24.980000,25.730000,24.430000,25.190001,25.190001,25900800
2022-08-08,26.459999,26.650000,25.309999,25.620001,25.620001,25962200
2022-08-09,24.180000,25.110001,24.080000,24.670000,24.670000,23896300
2022-08-10,26.340000,29.290001,25.990000,28.780001,28.780001,53126800
2022-08-11,29.260000,29.590000,27.600000,27.740000,27.740000,30245800
2022-08-12,28.219999,29.969999,27.570000,29.540001,29.540001,27210500
2022-08-15,29.910000,31.110001,29.389999,29.959999,29.959999,28313600
2022-08-16,29.379999,30.250000,28.580000,29.190001,29.190001,21923100
2022-08-17,28.230000,28.990000,27.600000,28.469999,28.469999,23045400
2022-08-18,29.070000,29.549999,27.490000,28.430000,28.430000,15948000
2022-08-19,27.240000,27.490000,26.280001,26.820000,26.820000,19268200
2022-08-22,25.700001,26.530001,25.469999,26.379999,26.379999,15119300
2022-08-23,26.559999,27.190001,26.049999,26.120001,26.120001,14382900
2022-08-24,26.559999,28.110001,26.219999,27.520000,27.520000,17741600
2022-08-25,31.170000,31.559999,28.709999,30.000000,30.000000,59927100
2022-08-26,30.059999,30.240000,28.700001,28.940001,28.940001,23810900
2022-08-29,28.459999,29.570000,28.340000,28.500000,28.500000,17301700
2022-08-30,29.129999,30.680000,27.510000,28.190001,28.190001,34577000
2022-08-31,28.700001,29.090000,27.790001,28.040001,28.040001,18304400
2022-09-01,27.410000,27.889999,25.930000,26.940001,26.940001,19613100
2022-09-02,27.410000,27.459999,25.600000,25.870001,25.870001,18542100
2022-09-06,26.110001,26.110001,24.940001,25.850000,25.850000,16336200
2022-09-07,25.830000,27.620001,25.629999,27.469999,27.469999,18169000
2022-09-08,27.180000,29.129999,27.040001,29.120001,29.120001,22926800
2022-09-09,29.370001,30.000000,28.900000,29.920000,29.920000,19175000
2022-09-12,30.030001,30.030001,28.670000,30.030001,30.030001,17469700
2022-09-13,28.260000,29.389999,28.030001,28.910000,28.910000,17487600
2022-09-14,28.639999,29.690001,28.110001,29.590000,29.590000,16094200
2022-09-15,29.190001,30.430000,29.010000,29.299999,29.299999,17431100
2022-09-16,28.360001,28.860001,27.799999,28.250000,28.250000,19233000
2022-09-19,27.680000,28.400000,27.240000,27.709999,27.709999,12476800
2022-09-20,27.410000,27.700001,25.850000,26.000000,26.000000,14249300
2022-09-21,26.180000,26.840000,25.510000,25.520000,25.520000,15828900
2022-09-22,25.320000,25.500000,23.719999,23.940001,23.940001,17366000
2022-09-23,23.080000,23.270000,22.219999,22.629999,22.629999,17263300
2022-09-26,22.510000,23.450001,21.660000,21.690001,21.690001,14961300
2022-09-27,22.420000,22.940001,21.830000,21.850000,21.850000,19082300
2022-09-28,21.790001,22.680000,21.480000,22.500000,22.500000,14704800
2022-09-29,21.910000,22.180000,20.480000,21.040001,21.040001,16002100
2022-09-30,20.900000,21.910000,20.770000,21.010000,21.010000,13043900
2022-10-03,21.180000,22.100000,21.100000,21.820000,21.820000,12107600
2022-10-04,22.889999,23.450001,22.760000,23.389999,23.389999,15283600
2022-10-05,22.660000,22.770000,21.030001,21.969999,21.969999,19808700
2022-10-06,21.760000,22.719999,20.820000,21.090000,21.090000,15385100
2022-10-07,20.450001,20.540001,19.540001,19.900000,19.900000,20725600
2022-10-10,20.049999,20.120001,19.360001,19.850000,19.850000,12013900
2022-10-11,19.559999,20.010000,19.049999,19.790001,19.790001,12844700
2022-10-12,19.770000,19.840000,18.600000,18.930000,18.930000,14635400
2022-10-13,17.900000,19.299999,17.799999,19.230000,19.230000,18688600
2022-10-14,18.240000,19.290001,17.879999,18.030001,18.030001,26492900
2022-10-17,18.590000,19.100000,18.420000,18.620001,18.620001,15412100
2022-10-18,19.600000,19.750000,18.480000,19.110001,19.110001,16435100
2022-10-19,18.930000,18.930000,16.809999,16.950001,16.950001,29147300
2022-10-20,16.969999,16.990000,16.110001,16.330000,16.330000,19323900
2022-10-21,16.200001,16.570000,15.690000,16.490000,16.490000,27085500
2022-10-24,16.500000,16.530001,15.430000,15.730000,15.730000,21044000
2022-10-25,15.730000,16.860001,15.730000,16.570000,16.570000,17302000
2022-10-26,16.629999,17.209999,16.340000,16.420000,16.420000,18696400
2022-10-27,16.660000,16.680000,15.970000,16.070000,16.070000,15612000
2022-10-28,15.970000,16.129999,15.320000,16.090000,16.090000,16982800
2022-10-31,16.049999,16.209999,15.600000,15.980000,15.980000,13802100
2022-11-01,16.530001,16.740000,15.680000,15.690000,15.690000,14072800
2022-11-02,15.700000,15.830000,14.710000,14.720000,14.720000,18434000
2022-11-03,14.540000,15.190000,14.380000,14.610000,14.610000,15040500
2022-11-04,15.250000,15.350000,14.330000,14.790000,14.790000,16435000
2022-11-07,15.090000,15.230000,14.420000,14.980000,14.980000,14385900
2022-11-08,15.190000,15.290000,14.440000,14.810000,14.810000,20710600
2022-11-09,15.470000,16.410000,14.500000,14.610000,14.610000,30485500
2022-11-10,15.760000,17.190001,15.560000,17.010000,17.010000,32507000
2022-11-11,17.059999,18.160000,16.740000,17.889999,17.889999,23421300
2022-11-14,17.809999,17.889999,16.690001,17.299999,17.299999,20569600
2022-11-15,18.049999,18.260000,17.340000,17.559999,17.559999,16547500
2022-11-16,17.260000,17.500000,16.330000,16.709999,16.709999,15602300
2022-11-17,15.940000,16.530001,15.570000,16.299999,16.299999,20826900
2022-11-18,16.570000,16.740000,15.470000,15.840000,15.840000,14097500
2022-11-21,15.500000,15.500000,14.840000,15.190000,15.190000,13572900
2022-11-22,15.150000,15.310000,14.880000,15.180000,15.180000,13638300
2022-11-23,15.270000,15.510000,14.990000,15.480000,15.480000,11494200
2022-11-25,15.440000,15.770000,15.330000,15.730000,15.730000,6271700
2022-11-28,15.550000,15.800000,14.860000,14.920000,14.920000,12173300
2022-11-29,15.030000,15.450000,14.870000,14.900000,14.900000,11519300
2022-11-30,15.150000,15.990000,14.760000,15.960000,15.960000,20705700
2022-12-01,16.059999,16.200001,15.270000,15.750000,15.750000,13885100
2022-12-02,15.440000,16.020000,15.320000,15.810000,15.810000,10416800
2022-12-05,15.710000,15.930000,14.960000,14.960000,14.960000,11224500
2022-12-06,15.010000,15.060000,13.680000,13.820000,13.820000,22985900
2022-12-07,13.750000,14.160000,13.400000,13.680000,13.680000,13039500
2022-12-08,13.800000,14.280000,13.550000,13.780000,13.780000,11442800
2022-12-09,13.740000,13.840000,13.280000,13.360000,13.360000,12053600
2022-12-12,13.300000,14.170000,13.220000,13.930000,13.930000,12933500
2022-12-13,14.790000,15.160000,13.950000,14.110000,14.110000,17427900
2022-12-14,14.760000,15.590000,14.700000,15.210000,15.210000,27714900
2022-12-15,15.030000,15.680000,14.400000,14.420000,14.420000,24646700
2022-12-16,14.410000,14.500000,13.710000,14.020000,14.020000,22296100
2022-12-19,14.090000,14.090000,12.710000,12.910000,12.910000,21122800
2022-12-20,12.730000,13.410000,12.580000,12.720000,12.720000,15369600
2022-12-21,12.910000,13.260000,12.490000,13.080000,13.080000,14017000
2022-12-22,12.830000,12.890000,12.040000,12.550000,12.550000,17301500
2022-12-23,12.540000,12.650000,12.230000,12.340000,12.340000,8968300
2022-12-27,12.200000,12.220000,11.640000,11.720000,11.720000,12666000
2022-12-28,11.700000,11.880000,11.490000,11.710000,11.710000,12924700
2022-12-29,11.940000,12.420000,11.820000,12.230000,12.230000,12614800
2022-12-30,12.080000,12.420000,11.880000,12.370000,12.370000,9916400
2023-01-03,12.710000,12.970000,11.910000,12.180000,12.180000,29326000
2023-01-04,12.540000,13.030000,12.080000,13.000000,13.000000,13353500
2023-01-05,12.670000,12.770000,12.380000,12.660000,12.660000,11640400
2023-01-06,12.620000,13.420000,12.280000,13.410000,13.410000,14575100
2023-01-09,13.870000,14.530000,13.660000,14.220000,14.220000,18610500
2023-01-10,14.190000,14.980000,14.030000,14.950000,14.950000,13444500
2023-01-11,15.160000,16.250000,14.820000,16.209999,16.209999,21779700
2023-01-12,16.440001,16.809999,15.850000,16.790001,16.790001,18483300
2023-01-13,16.270000,16.809999,15.980000,16.490000,16.490000,19122900
2023-01-17,16.670000,17.100000,16.330000,16.830000,16.830000,17293800
2023-01-18,17.070000,18.129999,16.530001,16.700001,16.700001,23290300
2023-01-19,15.890000,16.389999,15.120000,15.310000,15.310000,20463300
2023-01-20,15.480000,15.930000,15.290000,15.900000,15.900000,14991000
2023-01-23,16.180000,17.639999,15.960000,17.440001,17.440001,24582700
2023-01-24,17.049999,17.490000,16.670000,16.740000,16.740000,14889700
2023-01-25,16.250000,16.520000,15.470000,16.340000,16.340000,18991600
2023-01-26,16.570000,16.690001,15.000000,15.370000,15.370000,28030100
2023-01-27,15.110000,16.070000,14.920000,15.860000,15.860000,25437200
2023-01-30,15.560000,16.080000,15.300000,15.710000,15.710000,14488900
2023-01-31,15.960000,17.080000,15.930000,17.020000,17.020000,20455400
2023-02-01,16.959999,18.090000,16.610001,17.680000,17.680000,22894900
2023-02-02,18.260000,18.879999,17.450001,17.889999,17.889999,25903700
2023-02-03,17.250000,18.070000,17.100000,17.379999,17.379999,13428200
2023-02-06,16.860001,17.139999,16.250000,16.480000,16.480000,16571800
2023-02-07,16.530001,16.570000,15.510000,16.139999,16.139999,19577100
2023-02-08,16.160000,16.809999,15.890000,15.900000,15.900000,15352100
2023-02-09,16.180000,16.520000,15.260000,15.360000,15.360000,14681100
2023-02-10,15.150000,15.550000,14.840000,15.360000,15.360000,12390300
2023-02-13,15.340000,15.840000,14.870000,15.470000,15.470000,10766500
2023-02-14,15.200000,15.870000,14.820000,15.810000,15.810000,13326800
2023-02-15,15.710000,16.799999,15.640000,16.770000,16.770000,15777600
2023-02-16,16.360001,16.580000,15.820000,15.840000,15.840000,12856400
2023-02-17,15.680000,15.760000,15.220000,15.580000,15.580000,10668600
2023-02-21,15.300000,15.450000,14.400000,14.430000,14.430000,14390500
2023-02-22,14.480000,14.770000,14.200000,14.540000,14.540000,11096100
2023-02-23,14.930000,15.010000,14.200000,14.650000,14.650000,12960000
2023-02-24,14.210000,14.290000,13.910000,14.180000,14.180000,11163300
2023-02-27,14.400000,14.720000,14.200000,14.660000,14.660000,11486100
2023-02-28,14.580000,15.080000,14.420000,14.870000,14.870000,16026600
2023-03-01,14.910000,15.030000,14.110000,14.210000,14.210000,17422800
2023-03-02,13.640000,13.640000,12.390000,13.330000,13.330000,33011600
2023-03-03,13.530000,13.970000,13.290000,13.840000,13.840000,19169300
2023-03-06,13.980000,14.280000,13.640000,13.670000,13.670000,12768800
2023-03-07,13.600000,13.700000,13.130000,13.400000,13.400000,12835200
2023-03-08,13.330000,13.830000,13.160000,13.780000,13.780000,11065800
2023-03-09,13.770000,14.070000,13.000000,13.020000,13.020000,15295400
2023-03-10,13.010000,13.010000,11.990000,12.350000,12.350000,23237700
2023-03-13,11.960000,12.760000,11.660000,12.400000,12.400000,17818700
2023-03-14,12.820000,13.000000,11.860000,12.160000,12.160000,32654300
