Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,115.739998,117.699997,114.639999,116.260002,109.826309,1693228
2022-04-29,117.099998,118.800003,116.760002,117.779999,111.262192,1759425
2022-05-02,116.199997,116.900002,114.379997,115.120003,108.749390,1628285
2022-05-03,115.239998,116.660004,113.040001,114.559998,108.220375,1947417
2022-05-04,114.500000,116.900002,113.779999,115.779999,109.372871,1533708
2022-05-05,118.500000,120.180000,115.940002,116.580002,110.128601,1760697
2022-05-06,116.580002,116.580002,116.580002,116.580002,110.128601,0
2022-05-09,113.599998,114.879997,111.639999,111.699997,105.518646,1493160
2022-05-10,113.720001,116.959999,113.220001,114.720001,108.371529,1684129
2022-05-11,115.160004,116.800003,113.180000,116.800003,110.336426,2070082
2022-05-12,111.000000,115.120003,108.139999,113.900002,107.596909,3124220
2022-05-13,113.900002,113.900002,113.900002,113.900002,107.596909,0
2022-05-16,115.980003,116.919998,112.019997,113.599998,107.313507,1660354
2022-05-17,114.900002,117.419998,114.260002,116.500000,110.053024,1146696
2022-05-18,116.680000,117.000000,113.139999,113.620003,107.332405,1429390
2022-05-19,112.099998,112.459999,109.739998,112.459999,106.236595,1616561
2022-05-20,113.800003,117.320000,113.519997,115.080002,108.711609,2287389
2022-05-23,117.099998,118.339996,115.199997,116.699997,110.241959,1164106
2022-05-24,115.400002,116.339996,113.959999,114.199997,107.880302,1276077
2022-05-25,114.199997,114.199997,114.199997,114.199997,107.880302,0
2022-05-26,115.199997,118.879997,115.019997,118.519997,111.961243,1464625
2022-05-27,118.519997,118.519997,118.519997,118.519997,111.961243,0
2022-05-30,118.519997,118.519997,118.519997,118.519997,111.961243,0
2022-05-31,124.580002,124.720001,122.139999,122.440002,115.664314,2383027
2022-06-01,123.580002,124.000000,121.739998,122.580002,115.796562,1501084
2022-06-02,122.580002,122.580002,122.580002,122.580002,115.796562,0
2022-06-03,126.000000,126.000000,123.919998,124.019997,117.156868,815594
2022-06-06,125.320000,126.239998,124.660004,125.839996,118.876152,883888
2022-06-07,125.139999,125.699997,123.779999,125.000000,118.082642,1088317
2022-06-08,125.419998,125.660004,122.879997,124.160004,117.289131,1011625
2022-06-09,122.980003,124.440002,121.320000,121.680000,114.946373,1409253
2022-06-10,120.800003,121.220001,115.059998,115.099998,108.730499,2280235
2022-06-13,112.019997,113.660004,111.019997,111.599998,105.424187,2006670
2022-06-14,112.419998,112.820000,109.220001,109.220001,103.175888,1853503
2022-06-15,110.559998,110.959999,108.580002,108.980003,102.949173,2012761
2022-06-16,108.599998,108.879997,102.120003,102.300003,96.638840,2583866
2022-06-17,103.019997,107.260002,102.800003,103.620003,97.885796,5348934
2022-06-20,104.599998,104.639999,102.300003,103.540001,97.810219,1426148
2022-06-21,104.300003,105.639999,102.440002,103.139999,97.432350,1530655
2022-06-22,101.080002,102.660004,99.820000,101.540001,95.920898,1714545
2022-06-23,100.300003,101.540001,98.620003,99.260002,93.767067,1883852
2022-06-24,99.489998,103.180000,99.110001,102.620003,96.941132,1889141
2022-06-27,102.980003,106.040001,102.820000,104.139999,98.377014,1508998
2022-06-28,105.239998,106.540001,103.900002,104.139999,98.377014,1528030
2022-06-29,102.519997,103.160004,100.820000,101.400002,95.788643,1657919
2022-06-30,99.260002,99.519997,96.279999,97.089996,91.717148,3579211
2022-07-01,95.220001,97.519997,95.010002,96.000000,90.687469,2296851
2022-07-04,97.070000,98.510002,96.419998,97.320000,91.934425,1339281
2022-07-05,98.000000,99.820000,93.669998,93.739998,88.552536,2400524
2022-07-06,95.190002,97.239998,95.099998,96.050003,90.734703,1679657
2022-07-07,96.589996,98.139999,96.349998,97.709999,92.302841,1461394
2022-07-08,97.730003,101.519997,96.730003,99.839996,94.314964,1739031
2022-07-11,96.900002,98.360001,95.800003,96.800003,91.443207,1562526
2022-07-12,96.800003,96.800003,96.800003,96.800003,91.443207,0
2022-07-13,96.400002,97.650002,94.379997,96.110001,90.791382,1723324
2022-07-14,95.779999,97.760002,94.580002,95.860001,90.555214,1958580
2022-07-15,96.180000,100.620003,96.059998,100.099998,94.560585,2190983
2022-07-18,101.080002,102.339996,100.699997,101.199997,95.599709,1618170
2022-07-19,99.720001,106.540001,99.599998,105.779999,99.926254,2222614
2022-07-20,106.519997,107.559998,104.919998,106.860001,100.946487,1891704
2022-07-21,106.959999,108.239998,105.419998,107.139999,101.210999,1384930
2022-07-22,106.480003,107.040001,104.419998,105.419998,99.586174,1569133
2022-07-25,104.160004,105.959999,103.379997,104.400002,98.622620,1279381
2022-07-26,103.879997,104.099998,102.160004,102.839996,97.148949,1293851
2022-07-27,103.500000,105.160004,103.459999,104.519997,98.735977,1095432
2022-07-28,105.300003,106.599998,104.879997,106.099998,100.228546,1138536
2022-07-29,107.000000,108.959999,106.779999,108.540001,102.533524,1524533
2022-08-01,108.300003,108.519997,106.860001,107.019997,101.097633,1111550
2022-08-02,106.440002,106.800003,105.400002,106.400002,100.511955,1223930
2022-08-03,105.239998,107.639999,104.279999,107.540001,101.588860,1238404
2022-08-04,108.040001,110.440002,107.800003,109.260002,103.213676,961643
2022-08-05,109.120003,110.160004,108.540001,108.639999,102.627991,1181279
2022-08-08,109.599998,110.800003,108.760002,109.400002,103.345932,891536
2022-08-09,108.620003,109.239998,106.260002,106.519997,100.625305,1514535
2022-08-10,106.000000,109.419998,105.540001,109.180000,103.138100,1448253
